iter	Passed	Remaining
1470	73496	1448
1471	73548	1399
1472	73600	1349
1473	73651	1299
1474	73706	1249
1475	73759	1199
1476	73810	1149
1477	73871	1099
1478	73973	1050
1479	74071	1000
1480	74177	951
1481	74275	902
1482	74373	852
1483	74436	802
1484	74486	752
1485	74546	702
1486	74601	652
1487	74654	602
1488	74708	551
1489	74761	501
1490	74811	451
1491	74860	401
1492	74913	351
1493	74962	301
1494	75014	250
1495	75069	200
1496	75121	150
1497	75170	100
1498	75221	50
1499	75269	0
